Scenario_ID,Packet_ID,RSSI,Metric,Success
25,1,-37.7061795850104,82.2938204149896,1
25,2,-37.673232375190835,82.32676762480916,1
25,3,-25.4477945418974,94.5522054581026,1
25,4,-39.284493184656824,80.71550681534318,1
25,5,-35.56766400780738,84.43233599219262,1
25,6,-41.000697102776186,78.99930289722381,1
25,7,-40.54091421150498,79.45908578849502,1
25,8,-35.3637850897214,84.6362149102786,1
25,9,-31.952283550506337,88.04771644949366,1
25,10,-41.752081345542805,78.2479186544572,1
25,11,-32.96374860013477,87.03625139986522,1
25,12,-30.49069213072635,89.50930786927364,1
25,13,-32.980147307422165,87.01985269257784,1
25,14,-25.223258118381345,94.77674188161865,1
25,15,-34.303688789144395,85.69631121085561,1
25,16,-30.2844853832365,89.7155146167635,1
25,17,-36.972332199574566,83.02766780042543,1
25,18,-49.05392016216331,70.94607983783669,1
25,19,-30.425006442130346,89.57499355786965,1
25,20,-43.38315510861882,76.61684489138118,1
25,21,-30.66878916159066,89.33121083840933,1
25,22,-27.966865050464015,92.03313494953599,1
25,23,-40.11492569720319,79.88507430279681,1
25,24,-32.47799847119787,87.52200152880212,1
25,25,-40.66273510798163,79.33726489201837,1
25,26,-32.89357617588238,87.10642382411763,1
25,27,-36.93912367541818,83.06087632458181,1
25,28,-22.076121610897452,97.92387838910255,1
25,29,-21.20113602831013,98.79886397168987,1
25,30,-33.838014998527306,86.16198500147269,1
50,1,-44.157450025585966,75.84254997441403,1
50,2,-49.73081095856902,70.26918904143098,1
50,3,-34.00778593386027,85.99221406613972,1
50,4,-45.87511706460707,74.12488293539293,1
50,5,-44.99556366558433,75.00443633441567,1
50,6,-50.892610006139776,69.10738999386022,1
50,7,-38.57036656717793,81.42963343282207,1
50,8,-38.128543427328445,81.87145657267155,1
50,9,-42.454532315978504,77.5454676840215,1
50,10,-39.96300738603309,80.0369926139669,1
50,11,-44.8425064165386,75.1574935834614,1
50,12,-40.61461612192426,79.38538387807574,1
50,13,-25.395712868814172,94.60428713118583,1
50,14,-40.94869468418554,79.05130531581446,1
50,15,-45.924707156243265,74.07529284375673,1
50,16,-44.59215928965032,75.40784071034969,1
50,17,-32.17834018940614,87.82165981059386,1
50,18,-46.74896481429138,73.25103518570862,1
50,19,-29.8053084729113,90.19469152708871,1
50,20,-38.44939272672379,81.55060727327621,1
50,21,-42.069214317794206,77.9307856822058,1
50,22,-39.52568827208552,80.47431172791448,1
50,23,-41.82557942131208,78.17442057868791,1
50,24,-45.60397361312726,74.39602638687273,1
50,25,-34.73381702279,85.26618297721001,1
50,26,-47.44745614098919,72.55254385901081,1
50,27,-37.39424145933687,82.60575854066313,1
50,28,-44.999299210748234,75.00070078925177,1
50,29,-45.44282513057383,74.55717486942618,1
50,30,-50.99545451338305,69.00454548661695,1
100,1,-56.07717405857082,63.92282594142918,1
100,2,-50.68207209474426,69.31792790525574,1
100,3,-44.60264013727912,75.39735986272089,1
100,4,-47.10515994254454,72.89484005745547,1
100,5,-48.99811477405342,71.00188522594658,1
100,6,-39.08253941757785,80.91746058242215,1
100,7,-55.97011528268516,64.02988471731484,1
100,8,-45.0523114438641,74.9476885561359,1
100,9,-49.61754804026747,70.38245195973252,1
100,10,-41.718149988808285,78.28185001119172,1
100,11,-38.582823496522636,81.41717650347736,1
100,12,-46.348951496607455,73.65104850339254,1
100,13,-50.20229024171513,69.79770975828487,1
100,14,-39.8204852721912,80.1795147278088,1
100,15,-42.111399669019434,77.88860033098057,1
100,16,-55.719061491635074,64.28093850836493,1
100,17,-59.77389882920579,60.22610117079421,1
100,18,-44.59919751498806,75.40080248501194,1
100,19,-47.19783438298899,72.80216561701101,1
100,20,-53.27081729918082,66.72918270081918,1
100,21,-42.60832412874776,77.39167587125223,1
100,22,-44.260736435057495,75.7392635649425,1
100,23,-60.5346969094075,59.4653030905925,1
100,24,-56.42968262316853,63.57031737683147,1
100,25,-51.18301460241801,68.81698539758199,1
100,26,-43.10299602470341,76.8970039752966,1
100,27,-54.57666727605316,65.42333272394684,1
100,28,-42.5762463755648,77.4237536244352,1
100,29,-43.46667112809344,76.53332887190656,1
100,30,-43.031097371811214,76.96890262818879,1
200,1,-49.13715657374297,70.86284342625703,1
200,2,-58.76117038266655,61.23882961733345,1
200,3,-64.13708321202512,55.86291678797488,1
200,4,-56.16032211745444,63.83967788254556,1
200,5,-47.3933037218435,72.6066962781565,1
200,6,-53.27425811977962,66.72574188022038,1
200,7,-55.99061970306599,64.00938029693401,1
200,8,-66.12275931604363,53.87724068395637,1
200,9,-49.33303183387193,70.66696816612807,1
200,10,-45.79020356476603,74.20979643523397,1
200,11,-58.90410633615603,61.09589366384397,1
200,12,-55.16273625731564,64.83726374268436,1
200,13,-54.09089231877779,65.90910768122221,1
200,14,-50.75806157668525,69.24193842331475,1
200,15,-57.54623528480168,62.45376471519832,1
200,16,-57.42684033336944,62.57315966663056,1
200,17,-57.97426552862463,62.02573447137537,1
200,18,-60.97009241830473,59.02990758169527,1
200,19,-60.49036109537499,59.50963890462501,1
200,20,-52.76302100856347,67.23697899143653,1
200,21,-66.39513244852961,53.60486755147039,1
200,22,-55.74888397632613,64.25111602367387,1
200,23,-47.096042183849455,72.90395781615055,1
200,24,-46.3529184438628,73.64708155613721,1
200,25,-59.27533439894633,60.72466560105367,1
200,26,-59.1052508429524,60.8947491570476,1
200,27,-54.07885635583186,65.92114364416814,1
200,28,-54.94433231372133,65.05566768627867,1
200,29,-54.050755834135856,65.94924416586414,1
200,30,-49.024042560682915,70.97595743931709,1
500,1,-61.96773796938301,58.03226203061699,1
500,2,-68.49266575960263,51.50733424039737,1
500,3,-68.22974435403526,51.77025564596474,1
500,4,-76.07671010884607,43.92328989115393,1
500,5,-70.21676297723141,49.78323702276859,1
500,6,-64.96072966499202,55.039270335007984,1
500,7,-68.64312147200016,51.35687852799984,1
500,8,-68.92851131741008,51.071488682589916,1
